symbol,PER,ROE,SMA20_diff,RSI
ARM,169.57333,0.13054,-0.0434622847094378,35.9054020867017
UNP,19.9919,0.42468,-0.0466928335713709,37.303167859928045
GILD,22.556723,0.32654998,-0.0420816969942664,43.66082192189839
SPOT,103.12618,0.24404,-0.0392943192052338,38.01294477904138
AMAT,19.161798,0.36372003,-0.0064606196647985,43.90600516842084
PFE,16.89855,0.0862,-0.1065529976758675,20.41956992573837
CMCSA,8.502463,0.18049,-0.0505007610444739,37.26018148767775
TTE,9.696817,0.117139995,-0.0806428234184664,37.17048560226458
BUD,20.37647,0.044710003,0.0113804657021108,54.17018436205369
ADP,32.797752,0.76289004,0.0074819698041795,50.429038702719424
MELI,61.723602,0.49106997,-0.001567965401195,41.93877603653252
LOW,18.28536,0.044710003,-0.0261999497523704,38.341395656613486
SNY,18.36749,0.044710003,-0.0561456115387898,35.02364385852256
PANW,107.319534,0.21162,-0.0317886860923842,38.75597966356394
ETN,32.364918,0.20812,-0.0074691577945423,40.89501473796648
BHP,11.136161,0.27693,-0.0436739883541465,38.6554560789115
COF,15.552942,0.08028,-0.0559248872675095,39.62224669022985
RTNTF,10.814972,0.20251,-0.0614216775301424,30.468745925462883
APP,64.06691,2.8750799,-0.1115810942203597,34.32184204678924
HTHIY,28.419355,0.044710003,-0.0286206301799424,39.42622552280525
GEV,66.626976,0.19641,0.0183436454966159,44.76595377225818
IBN,20.716867,0.18226999,0.0114571603680446,46.43629114748479
ANET,38.481014,0.33681,-0.0703416588360251,32.94252118385073
SAN,8.597826,0.13334,-0.0321366930039737,39.62963178815151
CB,13.774675,0.12855,-0.0288114425243417,43.02746110546848
CFRUY,26.486109,0.17579001,-0.0210392828103825,38.34864286086756
KKR,50.50862,0.07145,-0.0906116093164132,36.208521492841264
VRTX,16.657143,-0.05644,-0.0186861377656302,30.4601080899302
MMC,28.173218,0.30532,-0.0051632766078214,49.51581638621058
TD,9.741007,0.14597,-0.0122370088470721,40.70266884848501
COP,10.797213,0.1666,-0.1121958439389684,33.93655636721314
MSTR,16.657143,-0.29677,0.0055325133371223,43.88474606716228
LMT,20.20164,0.82547,0.051822572329804,70.96637489044768
ADI,57.192936,0.05213,-0.0872130117999226,35.30037745420269
MDT,22.349031,0.09508,-0.0524951608196741,34.670423998329866
CRWD,16.657143,-0.00587,0.0473424171235874,51.39507157108342
MU,22.337322,0.101009995,-0.1916747354589297,28.31511908680216
LRCX,22.579388,0.53138,-0.0610171352974366,37.7477329722549
APH,41.52913,0.27526,0.0007383386732508,43.148277220928016
KLAC,27.54347,1.04097,-0.0129155581597041,42.29893547835802
UBS,21.019867,0.05864,-0.0720286915521722,32.006368967305505
ICE,36.463768,0.10421,-0.0719504570266051,21.03056694301314
RIO,8.710043,0.20251,-0.0484717050105934,34.88902205229414
MO,10.02349,0.044710003,-0.0094192089430424,50.09276654501858
PLD,25.945135,0.06829,-0.0922168786004307,33.25376106025455
RELX,39.88489,0.55999,-0.0050940174765054,47.22445581137172
AMT,34.22617,0.28421,0.0031783043105121,51.845305212009286
BNPQY,8.039033,0.09052,-0.0720761304296931,34.80486719097789
CME,28.578472,0.13387,-0.0001471549995979,48.33254701036129
SO,21.496403,0.12244,0.0019344956319943,53.06633671231623
ENB,23.620512,0.094610006,-0.0098011853734139,43.70372323942269
WELL,84.755684,0.0348,-0.033738193930745,38.76528264180129
BTI,24.710382,0.06181,0.0272485867918608,58.22892686004673
SBUX,30.69091,0.044710003,-0.0831428176058613,36.99115209285465
BMY,17.481342,0.31986,-0.1159933618714549,19.348240858291742
SE,114.72727,0.1113,-0.0502984942666591,41.19245624068206
TT,34.838684,0.38632,0.0129515145209186,45.34396687971843
BAM,41.588238,0.20229,-0.0190752382120447,39.75186863357365
SMFG,12.015873,0.07628,-0.1306690147799417,26.20688503051889
WM,35.71795,0.34013999,0.0079137598790415,53.40859587045471
ELV,14.490851,0.14175001,0.0170875070261035,56.95334278166097
HCA,16.72247,16.05769,-0.0100371295389725,49.5226476581189
INTC,16.657143,-0.18127,-0.1226471759448185,32.19396847508909
NKE,19.940199,0.31934,-0.1445288646985999,29.62382542606818
FI,28.151943,0.116780005,-0.0314925458744115,40.57971197633065
DUK,19.350498,0.09478,-0.0004412005940834,51.62617331923951
CEG,31.347734,0.23974001,0.0027542381033693,42.85413504849486
BN,196.86208,0.00945,-0.0566056028230426,37.32183716112198
MCK,27.852589,0.044710003,0.026987917022204,59.02699375496834
SHW,33.318527,0.70217,-0.0039646938972937,47.08652808763578
CTAS,51.575405,0.40296,0.0344801504211828,59.5886999053563
RACE,47.622,0.46265,-0.0031157324984658,47.3798332925991
BBVA,7.565,0.19384001,-0.0417708684259806,37.79697530766295
IBKR,28.49793,0.22251,0.0206422079323207,45.465106987109216
TRI,40.991592,0.18456,0.0111580046772374,51.39412005148041
MCO,40.66234,0.55498004,-0.044222811010166,38.058652117126336
CDNS,80.07868,0.25921,0.0153474046203138,46.55975850586853
AJG,52.08629,0.092980005,0.0048796560438935,47.33769141937259
PH,25.19077,0.27146998,-0.05561939955726,38.31319229044607
CI,17.603899,0.13206,0.0213430760765399,57.402089296979305
DASH,264.29486,0.04336,-0.0213922785036855,39.965275626988095
MDLZ,24.58736,0.13302,0.0211656349528103,58.731259714863526
EQIX,90.13153,0.07059,-0.0443414117151401,35.43777293221531
MMM,18.383562,0.93824,-0.0570389622511276,34.44847022496741
UPS,13.922628,0.35908002,-0.0977527468480094,26.541371387211896
ABNB,32.162437,0.3206,-0.0506266233323371,36.00731974751454
CVS,14.5179,0.06934,0.0306099897694119,55.96558776040752
TDG,48.312523,0.044710003,-0.0237517791599125,40.74420742339447
FTNT,42.452675,2.05906,0.0163428408541994,47.63544803254088
APO,22.839441,0.18686001,-0.0594843167108936,35.78295595839141
SNPS,59.885956,0.15951,-0.023617398053904,39.85571379991031
ORLY,33.669033,0.044710003,0.0094998452543163,53.95804218787063
GLD,16.657143,0.044710003,0.054319005873457,70.2031760191
RSG,38.196377,0.18545,0.0266594461050499,57.93524159563513
AON,30.762728,0.72012,-0.0279362155269134,39.40917521996244
DELL,17.5721,0.044710003,-0.0864082035736609,35.99623829548938
GSK,18.950981,0.27095,-0.0799957317113289,30.977748458365028
BP,16.657143,-0.00243,-0.1666013430959487,19.871799252283964
NTES,17.15616,0.23698,-0.0039701060152803,49.09147577643196
CP,26.993265,0.08274999,0.0233898176113037,50.5336659447558
INFY,23.828949,0.28893,-0.0579831910098108,34.813488039770434
GD,19.07986,0.18228,0.0424101118231054,58.78620794829624
BMO,13.586928,0.099139996,-0.0386684504049241,37.2942575261776
PBR,8.835821,0.12019,-0.144369160823014,28.130681018371376
CL,26.229462,4.51259,0.0259880457557792,57.058275848214834
ECL,35.475544,0.24774,-0.0455969314227955,35.36875821075806
SCCO,20.565702,0.41744,-0.0793031017489794,33.56690198508721
ITW,21.270008,1.07584,-0.0458199779435875,36.79891928272537
MAR,29.317408,0.044710003,-0.0416659670310019,39.653963074944265
WDAY,131.49724,0.05702,-0.0460608318378819,35.076520707097146
ZTS,29.136202,0.52085996,-0.0600844427976877,36.43013064424509
NGG,27.29562,0.08355,0.0498387706538584,64.09287102425279
WMB,31.715054,0.16197,-0.0349300917435318,36.09466413828083
BAESY,29.090117,0.18142,0.0639529099814437,60.85638328819677
MSI,34.968285,1.86885,-0.0025045458655209,46.04561259043515
PYPL,15.69663,0.22198999,-0.0486540714436709,35.95844332227914
PNC,12.134181,0.113290004,-0.093719734550722,29.11350630421518
EPD,11.719101,0.20198,-0.0919538966992136,24.844701775808247
CMG,44.80531,0.45574,0.0064215723370936,50.47675751691892
USB,10.628713,0.11526,-0.0703049313442591,33.11778145087588
NOC,18.620064,0.25412,0.0615543950844947,67.43749799982112
CNI,20.384466,0.21726999,0.0207767635415684,51.94997273010778
RCL,19.537836,0.48519,-0.0654583403546434,34.790927352625914
ITUB,9.637681,0.21149,-0.013377427756559,45.889818915315885
HWM,54.12787,0.28295,-0.0194250269046113,41.144496330402966
MFG,11.061224,0.0853,-0.1299466629828256,27.17392337194273
EMR,34.17341,0.08335,-0.0657003989966318,34.356592124952044
COIN,49.466164,0.15841,-0.0238584507303199,37.95907959988243
REGN,14.947663,0.15961,-0.1071053211254538,22.53698153948181
CRH,19.976645,0.15355,-0.0633048732103028,33.54632144567415
AZO,25.706818,0.044710003,-0.0022816225699024,50.10859660301603
ING,9.475336,0.10237,-0.0501264623399749,39.54114996423398
CNQ,12.081712,0.18954,-0.0790811047787985,36.87272869519912
BNS,14.911428,0.080129996,-0.0277059154224218,39.74820945976078
BK,14.533442,0.11229,-0.0440438886519658,36.84999398332045
EQNR,7.5379744,0.18315001,-0.0661338297040124,37.85789362827949
JCI,29.604229,0.13137001,-0.0240949233247418,39.42786650930248
CARR,47.320004,0.11125,-0.0657344539464357,31.31443631565199
DEO,16.930233,0.32318002,0.032070207180011,57.625559227417874
BCS,8.781095,0.089829996,-0.0707596119448543,34.53996866252142
ADSK,63.24411,0.42361,-0.0111377963429821,43.57348109559504
LYG,12.939393,0.09239,-0.0001243208305613,45.09376960154152
CM,12.258993,0.13103,0.0033209536929559,48.24045682400149
KMI,24.017242,0.0845,-0.0373670702707262,34.986589804115766
ROP,40.822895,0.08095,-0.0161769509595084,44.91056900254067
TRV,14.746465,0.16052,-0.0417909317596399,36.95057353357797
ET,13.522727,0.14483,-0.0897943018696913,29.46861143494698
EOG,10.201852,0.20899999,-0.1021775629944204,32.424723592834994
SPG,24.923689,0.67307,-0.0703918057482694,35.5948560706065
APD,38.93795,0.095790006,-0.0485309863767208,37.80220224324823
NU,27.25,0.27908,-0.02418719696539,39.483400612533394
MNST,41.68421,0.20004,0.0079562003909504,51.309326771975535
SNOW,16.657143,-0.40139,-0.0338543714275517,38.0150117398474
IAU,16.657143,0.044710003,0.0542882202140334,70.67958971662003
HLT,38.607254,0.044710003,-0.05059247035995,36.80419531055181
CPRT,35.543045,0.18441999,0.0754949290226483,67.96992640786758
CHTR,11.338169,0.33116,-0.066376642324994,38.14942127101988
CSX,18.345238,0.26121,-0.0353022148413453,38.78048269894584
DLR,158.60378,0.01849,-0.0059912055905868,39.273917005147645
NEM,12.220958,0.1666,0.1464503431741762,72.40242949518895
GBTC,16.657143,0.044710003,0.0013447469295414,44.20913033445645
AXON,175.38849,0.15166001,0.0399011691016076,49.044925873387456
UNVGY,24.75,0.55561,-0.0167151217648784,41.14753662658627
AFL,15.945568,0.14408,-0.0098156534149114,44.52213000228894
PAYX,32.45114,0.44254002,-0.0044908086764628,52.1690020538444
COR,33.79769,1.4178,0.0391892844734912,67.01031947349423
HOOD,36.09714,0.21430999,0.0458518075908694,42.45648209294232
AEM,25.025534,0.114479996,0.108436470888597,68.9238586776172
TEAM,16.657143,-0.34334,-0.0730330734479646,34.265127514673296
NWG,9.346406,0.12781,-0.0133005045347633,43.75
AEP,19.89942,0.10421,-0.0052811595554284,50.99955716579267
ALL,13.892003,0.19723,-0.0443291143476759,35.037535562042805
DB,14.6505375,0.05165,-0.0378921125183453,39.62765777562543
RBLX,16.657143,-4.92668,-0.0117021919211147,42.6536684796013
NSC,16.394808,0.24542,-0.0412048033525084,38.404635985472176
FCX,31.983606,0.14062001,-0.0987704406667339,34.838472451936724
MFC,16.426315,0.1073,-0.0649436989961341,36.71999716796788
BMWKY,7.0952377,0.071830004,-0.0591135881076839,37.35632444902612
NET,16.657143,-0.07351,-0.0615781426978236,37.86047763027359
PTCAY,16.657143,-0.01604,0.0,35.78946966873973
ARES,93.19186,0.14909,-0.0343352545803719,41.53895369334887
PSA,29.405354,0.20121,-0.0334953290973255,39.778624704049726
MET,12.616014,0.15982,-0.0907122686456655,31.44597637175509
AMX,37.361702,0.09158,-0.0029160930174186,50.12406055338224
TFC,16.657143,0.0013400001,-0.1024031439052128,28.953935498529844
VST,25.064978,0.41676,-0.0646260682801078,36.880150412756926
NXPI,20.931372,0.25441998,-0.1086429024913285,33.246255266687044
FDX,13.623271,0.14762,-0.1005179764617696,31.474526163386727
TRP,17.277397,0.12743,-0.0025215156860687,42.5865006971086
MPLX,11.688222,0.32314998,-0.0727254096303259,27.41678681434918
GWW,27.547674,0.5416,0.0204678686933647,50.56079882553789
OKE,15.847656,0.16409001,-0.1219450227693157,24.509303941250963
MRVL,16.657143,-0.06264,-0.143632089176764,30.21205003512929
LNG,16.809977,0.4698,-0.0108585244149088,42.4511160559071
SRE,17.074724,0.09709,-0.0126960457216402,45.73675788035347
PWR,54.09032,0.13731,0.0320564543913253,45.79881364644572
IFNNY,34.87037,0.0735,-0.1015203978197666,29.879115649410775
O,50.481815,0.02507,-0.0086675017321821,46.72356523575797
ROST,21.684044,0.39566,0.094674922634057,68.36462667530893
WCN,81.33884,0.07959,0.016625233020687,54.304644299867
PCAR,14.148709,0.19899,-0.0549511199793339,37.53432715734576
BDX,33.21318,0.058870003,-0.0873627038611143,25.11350569537304
MPC,21.915977,0.15524,-0.1149242919110993,30.821823528801588
FICO,73.0013,0.044710003,0.0289769161522216,49.30604111859744
PSX,25.537247,0.0656,-0.1643927568530367,24.80511880207605
HLN,26.523811,0.08952,0.0001988991332423,48.5611528265486
D,21.733591,0.07719,-0.0227632499650026,44.78688604964308
AMP,17.15267,0.58108,-0.0202002909718412,40.07960119185815
CPNG,196.07143,0.047459997,-0.0274252792929513,39.07657253714122
JD,8.134146,0.16283001,-0.0740640415945952,33.42893492510923
AIG,19.907318,0.057439998,-0.0164563692056282,45.245214143491104
GM,6.800279,0.08557,-0.0786027791502029,29.6199978275491
TEL,34.252174,0.1122,-0.0807661343707459,30.926908800535955
CTVA,41.60241,0.04659,-0.0231765118215699,42.70778828176348
FAST,40.65,0.32351002,0.0570608122972903,58.48622424798359
NDAQ,37.004524,0.11415,-0.0353143001352425,39.03801273728804
KMB,19.258505,2.0706,0.0040121303873591,53.4967317924563
SLB,11.41017,0.20201,-0.1337176876167635,31.465507397829384
URI,18.146708,0.30173,-0.0505347081280163,37.09482074301256
KR,18.689371,0.26879,0.024009098497941,58.54545184216004
KVUE,42.375,0.10216,-0.0410869399919499,34.90565952117329
KDP,29.92727,0.06126,0.0324172848613065,62.245156553959326
EW,30.987602,0.16511999,-0.0166001695339314,43.68933525063899
CMI,15.627094,0.26187,-0.0747501479386796,31.980542838936643
E,16.628572,0.04844,-0.102670205363067,31.88663151220661
EXC,16.2342,0.10099,0.0266596693307824,61.81638250218841
CCI,16.657143,-1.63212,-0.0505421687591114,35.799254417959304
CRWV,16.657143,0.044710003,-0.04950944991159395,35.78946966873973
TGT,10.361538,0.29076,-0.083355564427663,31.85736898383412
TAK,63.347824,0.0152199995,-0.0630800856220508,28.679232381757828
MSCI,38.449413,0.044710003,-0.0205623939904549,43.36630743095692
VRSK,46.27876,4.68222,0.0052141352030271,54.35835753651003
SU,10.232091,0.13675,-0.0860905237009447,33.74836700482312
FLUT,82.5274,0.05884,0.0057870745577394,42.55834326226439
ALC,38.45333,0.05228,-0.0091335248145222,45.975328199407706
LHX,28.172005,0.085209996,0.055832689559666,61.90575690376851
F,8.288,0.11497,-0.0462560545578018,38.888888888888886
FIS,49.821655,0.05246,-0.0088430394402605,45.66189090239084
WTKWY,35.810917,0.65513,0.0638877441538645,65.47072963917313
XEL,20.508823,0.102589995,0.0026521812569993,52.64349495675905
AME,29.073648,0.14964,-0.0585232158808934,30.275939724578294
TTWO,16.657143,-1.1476101,0.0182773569531255,48.8571533064698
HMC,7.9088473,0.07046,-0.0164517853768473,39.06391607942602
TCOM,18.332354,0.12494001,-0.1056897324463094,29.30569462699063
VALE,6.956522,0.15003,-0.0498763070941187,39.22157381291891
IDXX,46.31302,0.59330004,-0.0444111403284861,39.55080907286391
YUM,28.974104,0.044710003,-0.0573213566002694,35.60402981596059
VLO,43.873722,0.03714,-0.1123442010886162,32.19972510541858
OXY,16.716599,0.0949,-0.1678264890246574,30.20471177743974
GLW,93.00001,0.048660003,-0.0858637095471036,28.28384113733661
HES,18.219141,0.22753,-0.1381594208262112,27.62524244959593
CCEP,25.630371,0.17027001,0.0133217697925142,57.4064254022124
FANG,8.443754,0.14668,-0.1294431955810757,32.11090482958181
VRT,60.54651,0.32819,-0.0997049853362233,31.845595640937603
NTDTY,39.436623,0.049310002,-0.0036650615559804,44.86956048687511
BSBR,17.666666,0.11359,-0.0261054815273165,46.323537256837774
DDOG,243.5319,0.06476,-0.0781499175612126,30.006610796221903
CTSH,16.656843,0.16605,-0.0638258023457606,34.74676135558951
PEG,21.57377,0.11399999,0.0071792335879894,46.83341697647111
ABEV,15.75,0.16239999,-0.0263533473607112,46.37681409807438
LULU,21.226776,0.42417,-0.1211673398191967,28.66870880307665
GRMN,26.46306,0.19036,-0.0668722164060955,36.40867676101815
PCG,15.6422,0.08257,-0.0005566059427792,47.85980506662396
VEEV,54.060326,0.13632,-0.0441070058622616,32.48419181152478
ZS,16.657143,-0.0121,-0.0087933876916853,44.49682808859842
GWLIF,12.6418915,0.12872,-0.027586962275261,45.87155321151968
OTIS,25.33508,0.044710003,-0.0283859031320184,41.27693638470063
ED,19.242144,0.08331,0.0154715021444399,56.60376976275911
CBRE,37.042812,0.11921,-0.0822565825558057,27.733578394382448
EA,34.56235,0.16131,0.0067690354802235,46.98434411920261
DHI,8.995452,0.17649001,-0.048602444054137,37.70645293783672
ETR,26.80259,0.08853,-0.0179596253234895,42.9969378714564
ALNY,16.657143,0.044710003,-0.0717892345375002,31.452795329349385
TTD,90.10976,0.16878,-0.0773280154017271,37.60372819520335
PRU,16.075708,0.07908,-0.0801762598942011,33.11459618697734
WPM,63.691177,0.08512,0.0853030920015294,64.25311747525029
FER,10.353175,0.49661,-0.0008580307277201,49.34102305873508
HIG,12.85344,0.18495001,-0.0270342609509087,41.53484072262239
BKR,12.539249,0.18035999,-0.0920189614885426,34.94356904821696
ATEYY,31.184212,0.34375998,-0.1524822296493625,24.87010271409119
CAH,23.942005,0.044710003,-0.004864742698293,48.47305720864624
IMO,10.668156,0.20549999,-0.088970223078364,33.0342300979017
FERG,21.92005,0.30072,0.0227363856015664,50.264975987474486
FRFHF,9.718032,0.15923001,0.0179122123961191,52.78871642453713
RMD,27.25477,0.25811002,-0.0189974888898298,43.3571640226969
VMC,37.72011,0.120749995,0.0254261547610722,51.38863838986158
SLF,16.10886,0.1314,-0.0165794915832723,42.96187121484376
ODFL,30.311445,0.26593,-0.061195320925989,36.87389065824092
SYY,18.467701,0.93613,-0.0223418387310706,48.59284661897303
CHLSY,46.142857,0.1478,0.0629881022698223,79.6482238669496
ACGL,9.443077,0.18415001,-0.0101903566243669,46.57183814339248
ARGX,35.851738,0.044710003,-0.0095741011019794,43.17377314193514
XYZ,14.257282,0.12793,-0.0463899661027154,36.499996602535646
TRGP,29.605167,0.41976002,-0.1329539458547904,28.215110879424287
CVNA,106.33217,0.9959,0.0518154086285788,48.034909332284926
WAB,31.143751,0.106800005,-0.0398591291678281,37.039846898995
ROK,38.48111,0.24438,-0.0873426074927593,30.950030281284526
DIA,21.803898,0.044710003,-0.0216959470632656,39.213182288606056
IT,27.329174,1.13185,-0.0403244587633663,39.09746517352888
WEC,20.814814,0.12579,0.0046258089216748,53.64646478579151
EFX,53.508163,0.12519,-0.0575165742547761,35.50657908199808
DXCM,63.54135,0.23716,-0.0348259486089275,34.029234318668045
MLM,32.264214,0.1187,0.0218166575282589,50.41023956347946
CHT,27.552795,0.096269995,0.0313316215628708,59.36599059297667
STZ,16.657143,-0.0036199999,0.0276239938109717,56.95347466340582
HUBS,16.657143,-0.01338,-0.0752065094698912,32.59814896706
LYV,49.323128,0.68505996,0.0303582564297194,52.80802012937418
EQT,91.16393,0.022969998,-0.039809666942158,39.06485729218223
VICI,12.587999,0.1012,-0.0139343716871003,43.96325475742008
EXR,33.890694,0.063930005,-0.0587052772890517,35.880705643863934
HEI,66.18518,0.1554,-0.0362453760302767,36.73529168457897
MPWR,17.667557,0.67946,-0.0622686944670294,39.93045370308519
IR,39.79208,0.081099994,-0.0602290244737022,35.25087214066633
EBAY,17.288462,0.36479,-0.0108896866515802,44.06780091534238
KHC,12.009131,0.0535,-0.0112427764398941,51.37975734316633
GEHC,14.529412,0.26444,-0.162030522399156,24.887036890829837
DAL,8.496454,0.27521,-0.0633734951122887,36.57718168196371
A,24.8922,0.20614,-0.0975878411429012,29.201674251214182
MCHP,16.657143,-7e-05,-0.1792469067476566,30.57830013333773
CSGP,264.25,0.01474,-0.0099529301065064,44.676729714306646
BRO,30.869081,0.16519,-0.0084506246955923,45.28887692193293
TPL,63.68419,0.39523998,-0.0396818006042463,43.63840398540052
B,14.446969,0.10283,0.0789990973965434,62.31884338404484
TW,59.925922,0.09425,-0.0851787961311977,29.22078745624989
QSR,23.752542,0.27746,-0.0404733975508727,40.609585612006775
HSY,19.131775,0.37483,-0.0052306399772196,46.64771194772415
FNV,52.292835,0.10195,0.0760691931208927,59.95431661518936
NRG,25.050795,0.44912997,-0.0128371561035368,42.65967160133221
MDY,18.710081,0.044710003,-0.0504858713985915,35.12433757348413
STLA,4.754808,0.06722,-0.1975755239875248,26.28651659850307
WTW,16.657143,-0.00484,-0.0187114700467318,39.23086542311837
CCL,14.354839,0.2587,-0.093455347183712,33.478258634109736
XYL,33.436657,0.08505,-0.0597749171564932,33.38050226160287
CNC,8.320059,0.12527001,0.0499145145687047,67.12120296979774
HUM,15.873676,0.10099,0.0928609859112196,68.66362450188002
RJF,14.000001,0.18866,-0.0175992032761059,40.85570906755706
LPLA,25.778547,0.40359002,-0.0337063643556947,40.20039418378686
WIT,19.066666,0.16714,-0.0501672482418802,32.53012186627025
BIDU,8.314484,0.093739994,-0.0901792210893278,31.6480471095892
ANSS,50.767067,0.102299996,-0.0536960874255672,33.845813553272535
